t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
519,-61.20165195,-59.20698671,-57.47862051,-55.83597676,-54.10943884,-52.0982295,-49.56931183,-46.34844034,-42.51947246,-38.54103888,-34.98602876,-32.12830082,-29.92440052,-28.22831513,-26.90591388,-25.8574987,-25.01277967,-24.32238774,-23.75118405,-23.27368214,-22.87102456,-22.5289887,-22.23665565,-21.9855066,-21.7687982,-21.5811227,-21.41809267,-21.27611133,-21.15220258,-21.04388333,-20.94906642,-20.86598577,-20.79313808,-20.72923691,-20.6731761,-20.62400047,-20.580882,-20.5431005,-20.51002756,-20.48111342,-20.45587587
520,-61.20074336,-59.20275489,-57.47075219,-55.82272796,-54.08722465,-52.0613049,-49.51098484,-46.2657673,-42.41988297,-38.44167283,-34.90122192,-32.06150165,-29.87288064,-28.18836721,-26.87451161,-25.83244382,-24.99251538,-24.30580609,-23.7374842,-23.26227425,-22.86146589,-22.52094085,-22.22985566,-21.97974702,-21.76391314,-21.57697787,-21.41457815,-21.27313631,-21.14969132,-21.04177221,-20.9473016,-20.86452141,-20.79193493,-20.7282612,-20.67239865,-20.62339595,-20.58042838,-20.54277851,-20.50982036,-20.48100621,-20.45585566
521,-61.19982568,-59.19847834,-57.4627882,-55.80929471,-54.06467779,-52.02383981,-49.45192738,-46.18238475,-42.31996721,-38.34251408,-34.81689688,-31.9951778,-29.82173965,-28.14870414,-26.84332199,-25.80754936,-24.97237401,-24.28932015,-23.72385999,-23.25092692,-22.85195623,-22.51293304,-22.22308861,-21.97401471,-21.75905075,-21.57285193,-21.41107942,-21.27017447,-21.14719107,-21.03967025,-20.94554437,-20.86306329,-20.79073688,-20.7272896,-20.67162445,-20.62279395,-20.57997663,-20.54245786,-20.50961401,-20.48089945,-20.45583552
522,-61.19889872,-59.19415615,-57.45472663,-55.79567359,-54.04179284,-51.98582766,-49.39213573,-46.09829835,-42.21974057,-38.24357587,-34.73305678,-31.92932716,-29.77097458,-28.10932341,-26.81234314,-25.78281396,-24.95235456,-24.2729292,-23.71031087,-23.23963972,-22.84249525,-22.50496499,-22.2163543,-21.9683095,-21.75421089,-21.56874478,-21.40759638,-21.26722574,-21.14470175,-21.03757739,-20.94379468,-20.86161139,-20.7895439,-20.72632209,-20.6708535,-20.62219446,-20.57952676,-20.54213853,-20.50940852,-20.48079312,-20.45581547
523,-61.1979623,-59.18978737,-57.44656554,-55.78186111,-54.01856432,-51.94726185,-49.33160631,-46.0135141,-42.11921862,-38.1448712,-34.64970449,-31.86394751,-29.72058245,-28.07022255,-26.78157321,-25.75823625,-24.93245604,-24.25663247,-23.69683626,-23.22841221,-22.83308262,-22.49703646,-22.20965251,-21.96263121,-21.74939342,-21.56465631,-21.40412894,-21.26429004,-21.14222331,-21.03549359,-20.94205249,-20.86016567,-20.78835596,-20.72535864,-20.67008576,-20.62159747,-20.57907876,-20.54182051,-20.50920387,-20.48068723,-20.4557955
524,-61.1970162,-59.18537104,-57.43830294,-55.76785374,-53.99498673,-51.90813581,-49.27033577,-45.92803833,-42.01841705,-38.04641277,-34.56684264,-31.79903659,-29.67056029,-28.0313991,-26.75101036,-25.73381489,-24.91267747,-24.24042926,-23.68343564,-23.21724399,-22.82371801,-22.48914718,-22.20298305,-21.9569797,-21.74459821,-21.5605864,-21.40067701,-21.2613673,-21.13975569,-21.03341878,-20.94031777,-20.85872609,-20.78717304,-20.72439924,-20.66932124,-20.62100295,-20.5786326,-20.54150381,-20.50900006,-20.48058177,-20.45577561
525,-61.19606023,-59.18090619,-57.42993684,-55.75364787,-53.97105447,-51.86844296,-49.20832092,-45.84187771,-41.91735167,-37.94821304,-34.48447364,-31.73459207,-29.62090513,-27.99285061,-26.72065277,-25.70954856,-24.89301787,-24.22431882,-23.67010844,-23.20613462,-22.81440109,-22.48129689,-22.1963457,-21.95135478,-21.73982512,-21.55653495,-21.3972405,-21.25845745,-21.13729882,-21.03135294,-20.93859047,-20.85729263,-20.7859951,-20.72344386,-20.6685599,-20.62041091,-20.5781883,-20.54118842,-20.50879708,-20.48047675,-20.45575581
526,-61.19509418,-59.17639181,-57.42146518,-55.73923987,-53.94676192,-51.82817676,-49.14555879,-45.75503923,-41.8160384,-37.85028416,-34.40259963,-31.67061155,-29.57161402,-27.95457466,-26.69049864,-25.68543595,-24.87347628,-24.20830046,-23.65685412,-23.19508369,-22.80513154,-22.47348534,-22.18974026,-21.9457563,-21.73507403,-21.55250184,-21.39381932,-21.25556041,-21.13485265,-21.02929599,-20.93687055,-20.85586524,-20.78482213,-20.72249248,-20.66780173,-20.61982132,-20.57774583,-20.54087432,-20.50859494,-20.48037215,-20.45573608
527,-61.19411785,-59.17182689,-57.41288587,-55.72462604,-53.92210339,-51.78733069,-49.08204658,-45.66753022,-41.71449327,-37.75263803,-34.32122255,-31.6070926,-29.522684,-27.91656884,-26.66054618,-25.66147574,-24.85405174,-24.19237345,-23.64367216,-23.1840908,-22.79590904,-22.46571228,-22.18316652,-21.94018409,-21.73034479,-21.54848698,-21.39041338,-21.25267612,-21.13241711,-21.0272479,-20.93515797,-20.8544439,-20.7836541,-20.72154509,-20.66704673,-20.61923417,-20.57730518,-20.54056152,-20.50839363,-20.48026798,-20.45571644
528,-61.19313101,-59.16721039,-57.4041968,-55.70980261,-53.89707314,-51.74589823,-49.01778174,-45.57935837,-41.61273238,-37.65528623,-34.24034411,-31.5440327,-29.47411215,-27.87883078,-26.63079363,-25.63766666,-24.83474332,-24.1765371,-23.63056202,-23.17315553,-22.78673327,-22.45797745,-22.1766243,-21.93463799,-21.72563729,-21.54449025,-21.3870226,-21.24980449,-21.12999215,-21.02520862,-20.93345269,-20.85302857,-20.78249097,-20.72060165,-20.66629486,-20.61864946,-20.57686636,-20.54025,-20.50819314,-20.48016424,-20.45569687
529,-61.19213345,-59.16254126,-57.39539581,-55.6947658,-53.87166538,-51.7038729,-48.9527619,-45.49053166,-41.5107719,-37.55824005,-34.15996578,-31.48142931,-29.42589553,-27.84135812,-26.60123923,-25.61400744,-24.81555007,-24.16079071,-23.61752318,-23.16227748,-22.77760392,-22.45028061,-22.17011339,-21.92911785,-21.72095139,-21.54051155,-21.38364689,-21.24694546,-21.12757771,-21.0231781,-20.93175467,-20.85161923,-20.78133273,-20.71966215,-20.66554611,-20.61806716,-20.57642934,-20.53993976,-20.50799348,-20.48006092,-20.45567739
530,-61.19112495,-59.15781842,-57.3864807,-55.67951171,-53.84587428,-51.66124827,-48.88698494,-45.40105845,-41.40862809,-37.46151048,-34.08008887,-31.41927983,-29.37803121,-27.8041485,-26.57188126,-25.5904968,-24.79647108,-24.14513359,-23.60455511,-23.15145625,-22.76852067,-22.44262152,-22.16363359,-21.9236235,-21.71628696,-21.53655078,-21.38028616,-21.24409895,-21.12517374,-21.02115629,-20.93006388,-20.85021584,-20.78017935,-20.71872657,-20.66480047,-20.61748727,-20.57599412,-20.53963079,-20.50779463,-20.47995802,-20.45565798
531,-61.19010527,-59.15304077,-57.37744924,-55.66403645,-53.81969393,-51.61801793,-48.82044894,-45.31094738,-41.30631722,-37.36510822,-34.00071443,-31.35758162,-29.3305163,-27.76719962,-26.54271799,-25.5671335,-24.77750542,-24.12956507,-23.59165731,-23.14069145,-22.75948322,-22.43499992,-22.15718472,-21.91815479,-21.71164388,-21.53260782,-21.37694033,-21.24126491,-21.12278016,-21.01914315,-20.92838027,-20.84881836,-20.7790308,-20.71779489,-20.66405792,-20.61690977,-20.57556068,-20.53932308,-20.50759659,-20.47985554,-20.45563865
532,-61.18907419,-59.14820719,-57.36829916,-55.64833602,-53.79311839,-51.5741755,-48.75315223,-45.22020745,-41.20385563,-37.26904364,-33.92184336,-31.29633199,-29.28334789,-27.73050917,-26.51374774,-25.54391631,-24.75865219,-24.11408446,-23.57882925,-23.12998268,-22.75049127,-22.42741557,-22.15076657,-21.91271156,-21.70702201,-21.52868258,-21.37360932,-21.23844325,-21.12039693,-21.01713862,-20.92670381,-20.84742678,-20.77788705,-20.71686708,-20.66331845,-20.61633465,-20.57512903,-20.53901664,-20.50739935,-20.47975348,-20.45561941
533,-61.18803147,-59.14331655,-57.35902813,-55.63240639,-53.76614169,-51.52971466,-48.68509337,-45.12884798,-41.10125964,-37.17332682,-33.84347633,-31.23552824,-29.23652311,-27.69407486,-26.48496883,-25.520844,-24.7399105,-24.09869111,-23.56607043,-23.11932955,-22.74154449,-22.41986824,-22.14437895,-21.90729365,-21.70242124,-21.52477496,-21.37029303,-21.23563391,-21.11802399,-21.01514266,-20.92503445,-20.84604105,-20.77674809,-20.71594313,-20.66258203,-20.6157619,-20.57469915,-20.53871145,-20.50720293,-20.47965183,-20.45560023
534,-61.18697686,-59.13836768,-57.34963381,-55.61624348,-53.73875779,-51.48462913,-48.61627116,-45.0368786,-40.99854562,-37.07796752,-33.76561386,-31.1751676,-29.19003907,-27.65789444,-26.45637958,-25.49791536,-24.72127945,-24.08338434,-23.55338036,-23.10873168,-22.7326426,-22.41235768,-22.13802168,-21.90190092,-21.69784143,-21.52088484,-21.36699139,-21.23283682,-21.11566128,-21.01315523,-20.92337216,-20.84466114,-20.77561389,-20.71502302,-20.66184866,-20.61519151,-20.57427102,-20.5384075,-20.5070073,-20.4795506,-20.45558114
535,-61.18591013,-59.1333594,-57.34011381,-55.59984314,-53.7109606,-51.4389127,-48.54668467,-44.94430928,-40.89572991,-36.98297518,-33.68825625,-31.1152473,-29.14389294,-27.62196566,-26.42797836,-25.4751292,-24.70275817,-24.0681635,-23.54075853,-23.09818869,-22.7237853,-22.40488367,-22.13169456,-21.89653321,-21.69328247,-21.51701214,-21.36370431,-21.23005191,-21.11330875,-21.01117627,-20.92171691,-20.84328703,-20.77448441,-20.71410673,-20.66111831,-20.61462346,-20.57384466,-20.53810479,-20.50681246,-20.47944977,-20.45556212
536,-61.18483101,-59.1282905,-57.33046569,-55.58320115,-53.68274401,-51.39255919,-48.47633319,-44.85115029,-40.79282885,-36.88835893,-33.61140367,-31.0557645,-29.09808185,-27.58628631,-26.39976352,-25.45248432,-24.68434578,-24.05302794,-23.52820446,-23.08770019,-22.71497229,-22.39744596,-22.12539741,-21.89119037,-21.68874423,-21.51315675,-21.36043171,-21.22727911,-21.11096634,-21.00920575,-20.92006865,-20.84191868,-20.77335965,-20.71319423,-20.66039098,-20.61405774,-20.57342003,-20.53780332,-20.50661842,-20.47934935,-20.45554319
537,-61.18373926,-59.12315975,-57.32068697,-55.56631326,-53.65410184,-51.3455625,-48.4052163,-44.75741221,-40.68985874,-36.79412758,-33.53505608,-30.99671638,-29.052603,-27.55085418,-26.37173347,-25.42997956,-24.66604142,-24.03797702,-23.51571765,-23.0772658,-22.70620328,-22.39004433,-22.11913005,-21.88587225,-21.68422659,-21.50931856,-21.35717351,-21.22451836,-21.10863399,-21.00724361,-20.91842734,-20.84055606,-20.77223956,-20.71228551,-20.65966664,-20.61349434,-20.57299714,-20.53750307,-20.50642517,-20.47924934,-20.45552432
538,-61.18263461,-59.1179659,-57.31077514,-55.54917515,-53.6250279,-51.29791659,-48.33333382,-44.66310593,-40.58683583,-36.70028964,-33.45921332,-30.93810006,-29.00745356,-27.51566709,-26.34388659,-25.40761375,-24.64784425,-24.02301011,-23.50329762,-23.06688517,-22.69747797,-22.38267854,-22.11289228,-21.8805787,-21.67972942,-21.50549749,-21.35392963,-21.22176959,-21.10631166,-21.00528981,-20.91679295,-20.83919915,-20.77112414,-20.71138055,-20.65894528,-20.61293325,-20.57257597,-20.53720405,-20.5062327,-20.47914974,-20.45550554
539,-61.1815168,-59.11270768,-57.30072764,-55.53178243,-53.59551592,-51.24961551,-48.26068585,-44.56824265,-40.48377633,-36.60685329,-33.38387505,-30.87991265,-28.96263073,-27.48072288,-26.31622131,-25.38538574,-24.6297534,-24.00812657,-23.4909439,-23.05655792,-22.68879608,-22.37534836,-22.10668392,-21.87530957,-21.67525262,-21.50169343,-21.35069998,-21.21903274,-21.10399928,-21.00334431,-20.91516545,-20.83784791,-20.77001335,-20.71047932,-20.65822689,-20.61237446,-20.57215653,-20.53690624,-20.506041,-20.47905053,-20.45548682
540,-61.18038555,-59.10738379,-57.29054186,-55.51413067,-53.56555963,-51.20065335,-48.18727278,-44.47283386,-40.38069638,-36.51382638,-33.30904077,-30.82215124,-28.91813175,-27.44601941,-26.28873607,-25.3632944,-24.61176806,-23.99332577,-23.47865601,-23.04628367,-22.68015731,-22.36805357,-22.1005048,-21.87006472,-21.67079605,-21.49790629,-21.34748449,-21.21630773,-21.1016968,-21.00140706,-20.91354479,-20.83650231,-20.76890716,-20.70958182,-20.65751145,-20.61181795,-20.57173879,-20.53660964,-20.50585009,-20.47895173,-20.45546819
541,-61.17924059,-59.1019929,-57.28021515,-55.49621538,-53.53515271,-51.15102433,-48.11309524,-44.37689134,-40.27761204,-36.42121647,-33.23470987,-30.7648129,-28.87395385,-27.41155455,-26.2614293,-25.34133859,-24.59388739,-23.97860711,-23.46643347,-23.03606208,-22.6715614,-22.36079395,-22.09435473,-21.86484401,-21.6663596,-21.49413597,-21.34428308,-21.2135945,-21.09940417,-20.99947802,-20.91193094,-20.83516232,-20.76780556,-20.70868801,-20.65679894,-20.61126371,-20.57132274,-20.53631424,-20.50565994,-20.47885332,-20.45544963
542,-61.17808163,-59.09653366,-57.26974483,-55.478032,-53.50428879,-51.10072271,-48.03815419,-44.28042716,-40.17453925,-36.32903079,-33.16088156,-30.70789469,-28.83009427,-27.3773262,-26.23429948,-25.3195172,-24.57611056,-23.96396996,-23.45427584,-23.02589278,-22.66300805,-22.35356927,-22.08823354,-21.85964728,-21.66194316,-21.49038237,-21.34109567,-21.21089299,-21.09712133,-20.99755714,-20.91032386,-20.83382792,-20.76670853,-20.70779788,-20.65608935,-20.61071174,-20.5709084,-20.53602003,-20.50547057,-20.47875531,-20.45543114
543,-61.17690839,-59.09100471,-57.25912816,-55.45957591,-53.47296149,-51.04974287,-47.96245085,-44.18345367,-40.07149388,-36.23727627,-33.08755494,-30.65139364,-28.7865503,-27.34333228,-26.2073451,-25.29782913,-24.55843677,-23.94941372,-23.44218263,-23.01577542,-22.65449699,-22.3463793,-22.08214104,-21.85447439,-21.65754661,-21.4866454,-21.33792217,-21.20820313,-21.09484824,-20.99564438,-20.90872353,-20.83249908,-20.76561603,-20.70691142,-20.65538267,-20.61016202,-20.57049573,-20.53572702,-20.50528195,-20.4786577,-20.45541273
544,-61.17572058,-59.08540464,-57.24836236,-55.44084246,-53.44116439,-50.99807927,-47.88598673,-44.08598348,-39.96849167,-36.14595951,-33.014729,-30.59530678,-28.74331921,-27.30957073,-26.18056463,-25.27627329,-24.54086522,-23.93493779,-23.43015341,-23.00570964,-22.64602795,-22.33922384,-22.07607707,-21.8493252,-21.65316982,-21.48292496,-21.33476252,-21.20552487,-21.09258483,-20.9937397,-20.90712989,-20.83117575,-20.76452805,-20.7060286,-20.65467887,-20.60961453,-20.57008474,-20.53543519,-20.5050941,-20.47856048,-20.45539439
545,-61.17451789,-59.07973202,-57.2374446,-55.4218269,-53.40889103,-50.94572649,-47.80876365,-43.98802949,-39.86554822,-36.05508684,-32.94240256,-30.53963113,-28.70039833,-27.2760395,-26.1539566,-25.25484858,-24.5233951,-23.92054157,-23.4181877,-22.99569509,-22.63760063,-22.33210266,-22.07004145,-21.84419958,-21.64881269,-21.47922097,-21.33161664,-21.20285812,-21.09033106,-20.99184305,-20.90554292,-20.82985793,-20.76344455,-20.7051494,-20.65397796,-20.60906927,-20.56967541,-20.53514455,-20.504907,-20.47846364,-20.45537613
546,-61.17330002,-59.07398542,-57.22637201,-55.40252445,-53.37613495,-50.89267921,-47.73078371,-43.88960483,-39.762679,-35.96466424,-32.87057435,-30.48436369,-28.65778496,-27.24273656,-26.12751954,-25.23355395,-24.50602563,-23.90622448,-23.40628508,-22.98573143,-22.62921479,-22.32501555,-22.064034,-21.83909738,-21.64447511,-21.47553331,-21.32848445,-21.20020284,-21.08808687,-20.9899544,-20.90396259,-20.82854557,-20.76236553,-20.70427381,-20.6532799,-20.60852623,-20.56926774,-20.53485507,-20.50472066,-20.4783672,-20.45535793
547,-61.17206666,-59.06816334,-57.21514167,-55.38293027,-53.34288963,-50.83893222,-47.65204935,-43.79072291,-39.65989932,-35.87469742,-32.799243,-30.42950147,-28.61547646,-27.20965992,-26.10125198,-25.21238832,-24.48875603,-23.89198592,-23.39444508,-22.97581831,-22.62087014,-22.31796229,-22.05805455,-21.83401846,-21.64015696,-21.47186192,-21.32536586,-21.19755896,-21.08585222,-20.98807369,-20.90238885,-20.82723866,-20.76129095,-20.70340181,-20.65258469,-20.60798539,-20.56886172,-20.53456676,-20.50453507,-20.47827114,-20.45533982
548,-61.17081748,-59.06226428,-57.20375062,-55.36303944,-53.30914855,-50.78448042,-47.57256328,-43.69139737,-39.55722434,-35.78519178,-32.72840701,-30.37504146,-28.57347019,-27.17680758,-26.07515248,-25.19135066,-24.47158553,-23.87782533,-23.38266727,-22.96595539,-22.61256642,-22.31094268,-22.05210294,-21.82896269,-21.63585812,-21.46820668,-21.32226082,-21.19492642,-21.08362704,-20.98620088,-20.90082167,-20.82593715,-20.76022079,-20.70253337,-20.65189231,-20.60744674,-20.56845734,-20.53427961,-20.50435022,-20.47817547,-20.45532177
549,-61.16955218,-59.05628672,-57.19219583,-55.342847,-53.27490518,-50.72931885,-47.49232854,-43.59164208,-39.45466903,-35.69615243,-32.65806478,-30.32098065,-28.53176352,-27.14417757,-26.04921961,-25.17043992,-24.45451335,-23.86374212,-23.37095122,-22.95614234,-22.60430336,-22.30395649,-22.04617899,-21.82392992,-21.63157849,-21.46456752,-21.31916924,-21.19230516,-21.0814113,-20.98433595,-20.89926102,-20.82464103,-20.75915503,-20.70166849,-20.65120275,-20.60691028,-20.56805459,-20.53399362,-20.50416611,-20.47808018,-20.45530379
550,-61.16827042,-59.05022908,-57.18047425,-55.32234794,-53.24015294,-50.67344268,-47.41134848,-43.49147113,-39.35224817,-35.6075842,-32.58821461,-30.26731603,-28.49035387,-27.11176795,-26.02345195,-25.14965507,-24.43753875,-23.84973574,-23.35929649,-22.94637881,-22.5960807,-22.29700353,-22.04028254,-21.81892003,-21.62731796,-21.46094434,-21.31609104,-21.1896951,-21.07920494,-20.98247883,-20.89770686,-20.82335026,-20.75809364,-20.70080714,-20.65051599,-20.60637599,-20.56765346,-20.53370878,-20.50398274,-20.47798527,-20.45528589
551,-61.16697186,-59.04408979,-57.16858277,-55.30153717,-53.20488526,-50.6168472,-47.32962676,-43.39089885,-39.24997636,-35.5194916,-32.51885472,-30.21404458,-28.44923864,-27.07957678,-25.99784811,-25.1289951,-24.42066097,-23.83580561,-23.34770265,-22.93666449,-22.58789818,-22.29008358,-22.03441342,-21.81393288,-21.62307641,-21.45733704,-21.31302616,-21.18709621,-21.07700791,-20.98062949,-20.89615917,-20.82206482,-20.75703661,-20.6999493,-20.64983202,-20.60584386,-20.56725396,-20.53342508,-20.5038001,-20.47789074,-20.45526806
552,-61.16565616,-59.03786723,-57.15651823,-55.28040956,-53.16909555,-50.55952785,-47.24716737,-43.28993976,-39.14786799,-35.43187891,-32.44998322,-30.16116329,-28.40841527,-27.04760216,-25.97240671,-25.10845899,-24.40387927,-23.82195118,-23.33616928,-22.92699903,-22.57975555,-22.28319645,-22.02857147,-21.80896833,-21.61885374,-21.45374555,-21.30997452,-21.1845084,-21.07482016,-20.9787879,-20.8946179,-20.82078468,-20.75598392,-20.69909496,-20.64915082,-20.60531388,-20.56685606,-20.53314251,-20.5036182,-20.47779659,-20.4552503
553,-61.16432298,-59.03155974,-57.14427741,-55.25895991,-53.13277721,-50.50148021,-47.16397461,-43.18860858,-39.04593722,-35.34475009,-32.38159816,-30.10866915,-28.36788123,-27.01584218,-25.94712635,-25.08804575,-24.38719292,-23.8081719,-23.32469596,-22.91738211,-22.57165254,-22.27634192,-22.02275652,-21.80402625,-21.61464984,-21.45016978,-21.30693605,-21.18193163,-21.07264163,-20.976954,-20.89308302,-20.81950982,-20.75493553,-20.6982441,-20.64847239,-20.60478604,-20.56645976,-20.53286108,-20.50343702,-20.47770281,-20.45523261
554,-61.16297195,-59.02516566,-57.13185705,-55.23718296,-53.09592362,-50.44270003,-47.08005312,-43.08692022,-38.94419801,-35.25810886,-32.31369748,-30.05655915,-28.32763399,-26.98429499,-25.9220057,-25.06775439,-24.37060117,-23.79446723,-23.31328227,-22.90781342,-22.5635889,-22.26951979,-22.01696841,-21.79910652,-21.6104646,-21.44660962,-21.30391068,-21.17936583,-21.07047229,-20.97512776,-20.8915545,-20.81824019,-20.75389143,-20.6973967,-20.6477967,-20.60426033,-20.56606505,-20.53258078,-20.50325656,-20.4776094,-20.45521499
555,-61.16160272,-59.01868327,-57.11925386,-55.2150734,-53.05852819,-50.38318319,-46.99540785,-42.98488978,-38.84266407,-35.17195865,-32.24627906,-30.00483027,-28.28767105,-26.9529587,-25.8970434,-25.04758394,-24.35410333,-23.78083661,-23.30192779,-22.89829262,-22.55556439,-22.26272987,-22.01120698,-21.79420899,-21.60629792,-21.44306501,-21.30089833,-21.17681095,-21.06831208,-20.97330915,-20.89003231,-20.81697579,-20.75285159,-20.69655274,-20.64712374,-20.60373673,-20.56567192,-20.5323016,-20.50307682,-20.47751637,-20.45519744
556,-61.16021491,-59.01211084,-57.10646446,-55.19262588,-53.02058429,-50.32292576,-46.91004408,-42.88253251,-38.74134886,-35.08630264,-32.17934071,-29.95347952,-28.24798992,-26.9218315,-25.87223813,-25.02753342,-24.33769866,-23.76727952,-23.29063212,-22.8888194,-22.54757874,-22.25597195,-22.00547207,-21.78933355,-21.60214968,-21.43953584,-21.29789893,-21.17426692,-21.06616096,-20.97149811,-20.88851641,-20.81571658,-20.751816,-20.69571221,-20.64645351,-20.60321524,-20.56528038,-20.53202354,-20.5028978,-20.4774237,-20.45517996
557,-61.15880816,-59.00544659,-57.09348544,-55.16983497,-52.98208531,-50.26192395,-46.82396743,-42.77986382,-38.6402656,-35.00114377,-32.11288015,-29.9025039,-28.20858815,-26.89091156,-25.84758856,-25.00760188,-24.32138646,-23.75379542,-23.27939485,-22.87939345,-22.53963171,-22.24924585,-21.99976352,-21.78448006,-21.5980198,-21.43602204,-21.29491241,-21.17173369,-21.06401887,-20.9696946,-20.88700677,-20.81446254,-20.75078464,-20.69487509,-20.64578598,-20.60269585,-20.5648904,-20.53174658,-20.5027195,-20.47733141,-20.45516255
558,-61.15738207,-58.99868875,-57.08031334,-55.14669518,-52.94302464,-50.20017418,-46.73718382,-42.67689928,-38.53942727,-34.91648472,-32.04689506,-29.85190041,-28.16946329,-26.86019707,-25.82309339,-24.98778836,-24.30516603,-23.74038379,-23.26821558,-22.87001445,-22.53172307,-22.24255135,-21.99408117,-21.77964839,-21.59390815,-21.43252352,-21.29193871,-21.1692112,-21.06188577,-20.9678986,-20.88550337,-20.81321363,-20.74975747,-20.69404136,-20.64512114,-20.60217855,-20.56450198,-20.53147073,-20.5025419,-20.47723948,-20.45514521
559,-61.15593626,-58.99183545,-57.06694465,-55.123201,-52.90339569,-50.13767303,-46.64969953,-42.57365457,-38.43884655,-34.83232791,-31.98138305,-29.80166608,-28.13061292,-26.82968624,-25.79875133,-24.96809193,-24.28903667,-23.7270441,-23.2570939,-22.86068209,-22.52385255,-22.23588827,-21.98842487,-21.77483842,-21.58981464,-21.4290402,-21.28897774,-21.16669939,-21.05976161,-20.96611006,-20.88400615,-20.81196983,-20.74873448,-20.693211,-20.64445898,-20.60166332,-20.56411511,-20.53119598,-20.50236501,-20.47714791,-20.45512793
560,-61.15447033,-58.98488486,-57.05337578,-55.09934682,-52.86319187,-50.07441726,-46.56152116,-42.47014552,-38.33853588,-34.74867556,-31.91634166,-29.75179793,-28.09203463,-26.79937732,-25.7745611,-24.94851166,-24.2729977,-23.71377583,-23.24602944,-22.85139607,-22.51601992,-22.22925642,-21.98279446,-21.77005002,-21.58573917,-21.42557198,-21.28602945,-21.1641982,-21.05764634,-20.96432894,-20.88251511,-20.81073113,-20.74771565,-20.69238401,-20.64379949,-20.60115015,-20.56372979,-20.53092232,-20.50218882,-20.47705671,-20.45511073
561,-61.15298388,-58.97783507,-57.03960312,-55.075127,-52.8224066,-50.01040383,-46.47265564,-42.36638805,-38.2385074,-34.66552962,-31.85176838,-29.70229299,-28.05372604,-26.76926855,-25.75052144,-24.92904663,-24.25704844,-23.70057848,-23.23502178,-22.84215608,-22.50822495,-22.2226556,-21.9771898,-21.76528308,-21.58168163,-21.4221188,-21.28309377,-21.16170758,-21.05553992,-20.96255521,-20.88103019,-20.80949748,-20.74670096,-20.69156035,-20.64314265,-20.60063904,-20.56334601,-20.53064975,-20.50201332,-20.47696587,-20.45509359
562,-61.15147648,-58.97068414,-57.025623,-55.05053586,-52.78103334,-49.94562992,-46.38311022,-42.2623982,-38.13877297,-34.58289184,-31.78766065,-29.6531483,-28.0156848,-26.7393582,-25.7266311,-24.90969592,-24.24118822,-23.68745154,-23.22407054,-22.83296183,-22.50046739,-22.21608563,-21.97161071,-21.76053745,-21.57764192,-21.41868055,-21.28017061,-21.15922747,-21.0534423,-20.96078881,-20.87955138,-20.80826886,-20.74569039,-20.69074002,-20.64248845,-20.60012998,-20.56296376,-20.53037827,-20.50183853,-20.47687538,-20.45507652
563,-61.14994772,-58.96343012,-57.01143168,-55.02556764,-52.73906554,-49.88009287,-46.2928925,-42.15819208,-38.03934418,-34.50076375,-31.72401587,-29.60436093,-27.97790855,-26.70964455,-25.70288883,-24.89045863,-24.22541636,-23.6743945,-23.21317535,-22.823813,-22.49274701,-22.20954631,-21.96605706,-21.75581303,-21.57361994,-21.41525717,-21.27725993,-21.15675782,-21.05135343,-20.95902973,-20.87807863,-20.80704526,-20.74468391,-20.68992299,-20.64183687,-20.59962295,-20.56258303,-20.53010786,-20.50166442,-20.47678526,-20.45505952
564,-61.14839718,-58.95607101,-56.99702537,-55.00021655,-52.6964967,-49.81379026,-46.20201038,-42.0537859,-37.94023229,-34.41914666,-31.66083139,-29.55592793,-27.94039497,-26.6801259,-25.67929341,-24.87133387,-24.2097322,-23.66140687,-23.20233581,-22.81470931,-22.48506357,-22.20303747,-21.9605287,-21.75110968,-21.5696156,-21.41184857,-21.27436164,-21.15429857,-21.04927327,-20.95727791,-20.87661193,-20.80582664,-20.7436815,-20.68910926,-20.64118791,-20.59911795,-20.56220381,-20.52983852,-20.50149101,-20.47669549,-20.45504258
565,-61.14682441,-58.94860478,-56.98240024,-54.97447672,-52.65332035,-49.74671989,-46.11047213,-41.94919589,-37.84144831,-34.33804167,-31.5981045,-29.50784639,-27.90314177,-26.65080056,-25.65584362,-24.85232075,-24.19413509,-23.64848815,-23.19155155,-22.80565046,-22.47741684,-22.19655891,-21.95502547,-21.7464273,-21.56562879,-21.40845467,-21.27147569,-21.15184966,-21.04720177,-20.95553332,-20.87515123,-20.80461298,-20.74268315,-20.6882988,-20.64054154,-20.59861496,-20.5618261,-20.52957025,-20.50131828,-20.47660607,-20.45502571
566,-61.14522897,-58.94102935,-56.9675524,-54.94834227,-52.60953003,-49.67887975,-46.01828629,-41.84443839,-37.7430029,-34.2574497,-31.53583248,-29.4601134,-27.86614666,-26.62166689,-25.63253826,-24.8334184,-24.17862437,-23.63563786,-23.1808222,-22.79663615,-22.46980659,-22.19011045,-21.94954723,-21.74176575,-21.56165941,-21.40507538,-21.268602,-21.14941104,-21.04513889,-20.95379593,-20.87369651,-20.80340425,-20.74168884,-20.6874916,-20.63989776,-20.59811397,-20.5614499,-20.52930305,-20.50114623,-20.47651701,-20.45500891
