t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
258,-61.34499266,-59.85186898,-58.54543656,-57.34589399,-56.2046137,-55.09206855,-53.99036593,-52.88820477,-51.77713313,-50.64818881,-49.4878501,-48.27200618,-46.95700342,-45.46950176,-43.70529288,-41.56161253,-39.02483828,-36.26367473,-33.5848204,-31.23819642,-29.30431412,-27.74789459,-26.4982995,-25.48813569,-24.66334946,-23.9829388,-23.41623538,-22.94023127,-22.53749024,-22.19462792,-21.90123066,-21.64908827,-21.43164635,-21.24361127,-21.0806618,-20.93923591,-20.81637125,-20.70958425,-20.61677751,-20.53616793,-20.46623053
259,-61.34453097,-59.8498089,-58.54219817,-57.34176897,-56.19979906,-55.08668078,-53.98444617,-52.88171286,-51.7699181,-50.63991198,-49.4778225,-48.25889304,-46.93838475,-45.44146733,-43.66274647,-41.50053218,-38.94669132,-36.17780982,-33.50336737,-31.16838994,-29.24741904,-27.70231519,-26.46183741,-25.45882836,-24.63964212,-23.96364569,-23.40045897,-22.92728876,-22.52685666,-22.18589462,-21.89407535,-21.64325358,-21.42692429,-21.23983189,-21.07768478,-20.93694437,-20.81466699,-20.70838415,-20.61601073,-20.53577374,-20.46615658
260,-61.34406921,-59.84774861,-58.53895929,-57.33764273,-56.19498197,-55.08128869,-53.97851926,-52.87520896,-51.76268187,-50.63159559,-49.46771879,-48.24563399,-46.9194977,-45.41297952,-43.61953853,-41.4386965,-38.86798863,-36.09185338,-33.42223665,-31.09906821,-29.19099464,-27.65713151,-26.42569128,-25.42976941,-24.61612984,-23.94450645,-23.38480468,-22.91444368,-22.51630114,-22.177224,-21.88697039,-21.63745923,-21.42223437,-21.23607786,-21.0747275,-20.93466786,-20.8129738,-20.70719178,-20.61524885,-20.53538205,-20.4660831
261,-61.34360739,-59.84568811,-58.53571989,-57.33351524,-56.19016238,-55.07589224,-53.9725851,-52.86869284,-51.755424,-50.62323874,-49.45753713,-48.2322256,-46.90033659,-45.38403068,-43.57566262,-41.37610722,-38.78874464,-36.00582452,-33.34143922,-31.03023275,-29.13503808,-27.61233978,-26.38985766,-25.40095602,-24.59281042,-23.92551938,-23.36927116,-22.90169499,-22.50582288,-22.16861543,-21.87991526,-21.63170482,-21.41757628,-21.23234897,-21.07178977,-20.93240623,-20.81129157,-20.70600707,-20.61449183,-20.53499284,-20.46601009
262,-61.3431455,-59.84362739,-58.53247996,-57.32938648,-56.18534027,-55.07049138,-53.96664359,-52.86216431,-51.74814404,-50.61484047,-49.44727564,-48.21866439,-46.88089568,-45.35461313,-43.53111246,-41.31276653,-38.70897419,-35.91974224,-33.26098557,-30.9618848,-29.07954646,-27.56793623,-26.35433318,-25.37238545,-24.56968169,-23.90668278,-23.3538571,-22.88904166,-22.49542105,-22.16006827,-21.87290948,-21.62598995,-21.4129497,-21.22864496,-21.06887141,-20.93015936,-20.80962022,-20.70482993,-20.61373961,-20.53460609,-20.46593753
263,-61.34268354,-59.84156641,-58.52923948,-57.32525643,-56.1805156,-55.06508605,-53.96069462,-52.85562313,-51.74084152,-50.60639982,-49.4369324,-48.20494682,-46.86116915,-45.32471917,-43.48588196,-41.24867702,-38.62869245,-35.83362534,-33.18088577,-30.89402533,-29.0245168,-27.52391714,-26.31911446,-25.34405497,-24.54674149,-23.88799498,-23.33856121,-22.87648269,-22.48509487,-22.15158189,-21.86595255,-21.62031424,-21.40835434,-21.2249656,-21.06597223,-20.9279271,-20.80795963,-20.70366032,-20.61299216,-20.53422177,-20.46586542
264,-61.34222151,-59.83950518,-58.52599841,-57.32112505,-56.17568834,-55.05967619,-53.95473809,-52.84906909,-51.73351597,-50.59791581,-49.42650544,-48.19106927,-46.84115111,-45.29434111,-43.43996521,-41.18384177,-38.54791497,-35.74749243,-33.10114947,-30.82665508,-28.96994606,-27.48027876,-26.28419818,-25.31596187,-24.52398773,-23.86945436,-23.32338221,-22.86401707,-22.47484356,-22.1431557,-21.85904398,-21.6146773,-21.40378989,-21.22131065,-21.06309206,-20.92570932,-20.8063097,-20.70249816,-20.61224943,-20.53383985,-20.46579377
265,-61.3417594,-59.83744368,-58.52275674,-57.31699232,-56.17085844,-55.05426175,-53.9487739,-52.84250196,-51.7261669,-50.5893874,-49.41599276,-48.17702805,-46.82083557,-45.26347121,-43.39335651,-41.11826432,-38.46665763,-35.66136191,-33.02178586,-30.75977455,-28.91583113,-27.43701738,-26.24958106,-25.2881035,-24.50141832,-23.85105928,-23.30831884,-22.85164383,-22.46466635,-22.13478907,-21.85218329,-21.60907876,-21.39925606,-21.21767989,-21.06023073,-20.92350589,-20.80467035,-20.70134337,-20.61151139,-20.53346033,-20.46572256
266,-61.34129721,-59.8353819,-58.51951446,-57.31285822,-56.16602589,-55.04884267,-53.94280191,-52.8359215,-51.71879381,-50.58081357,-49.40539229,-48.1628194,-46.80021648,-45.23210175,-43.34605037,-41.05194865,-38.38493664,-35.57525197,-32.94280372,-30.69338398,-28.86216886,-27.39412931,-26.21525983,-25.26047724,-24.47903121,-23.83280816,-23.29336986,-22.83936199,-22.45456247,-22.1264814,-21.84537002,-21.60351824,-21.39475255,-21.21407309,-21.05738804,-20.92131666,-20.80304147,-20.70019591,-20.61077798,-20.53308318,-20.46565179
267,-61.34083494,-59.83331981,-58.51627153,-57.30872271,-56.16119063,-55.04341889,-53.93682203,-52.82932747,-51.71139618,-50.57219324,-49.39470194,-48.1484395,-46.77928771,-45.200225,-43.29804153,-40.9848992,-38.30276849,-35.48918053,-32.86421139,-30.62748343,-28.80895602,-27.35161085,-26.18123127,-25.2330805,-24.45682436,-23.81469942,-23.27853405,-22.8271706,-22.44453118,-22.11823212,-21.8386037,-21.59799538,-21.39027908,-21.21049003,-21.05456384,-20.91914152,-20.80142297,-20.69905569,-20.61004917,-20.53270838,-20.46558146
268,-61.34037259,-59.83125741,-58.51302794,-57.30458577,-56.15635263,-55.03799034,-53.93083413,-52.82271962,-51.70397348,-50.56352533,-49.38391955,-48.13388445,-46.75804307,-45.16783324,-43.24932495,-40.91712091,-38.22016997,-35.40316525,-32.78601679,-30.56207272,-28.75618937,-27.30945835,-26.14749221,-25.20591071,-24.43479578,-23.7967315,-23.2638102,-22.81506872,-22.43457174,-22.11004063,-21.83188387,-21.59250982,-21.38583536,-21.20693047,-21.05175796,-20.91698034,-20.79981476,-20.69792265,-20.60932492,-20.5323359,-20.46551157
269,-61.33991014,-59.82919467,-58.50978367,-57.30044738,-56.15151186,-55.03255698,-53.92483809,-52.81609769,-51.69652517,-50.55480871,-49.37304294,-48.11915028,-46.73647627,-45.13491875,-43.19989582,-40.84861915,-38.13715814,-35.31722353,-32.70822744,-30.4971515,-28.70386561,-27.26766817,-26.11403947,-25.17896535,-24.4129435,-23.77890289,-23.24919712,-22.80305542,-22.42468342,-22.10190636,-21.82521007,-21.5870612,-21.38142111,-21.2033942,-21.04897021,-20.91483298,-20.79821674,-20.69679674,-20.60860518,-20.53196573,-20.4654421
270,-61.3394476,-59.8271316,-58.50653869,-57.2963075,-56.14666828,-55.02711873,-53.91883379,-52.80946142,-51.6890507,-50.54604223,-49.36206986,-48.10423296,-46.71458096,-45.10147383,-43.14974959,-40.77939978,-38.0537503,-35.23137246,-32.63085044,-30.43271919,-28.6519814,-27.22623668,-26.08086996,-25.15224193,-24.39126557,-23.76121206,-23.23469363,-22.79112978,-22.41486549,-22.09382874,-21.81858186,-21.58164916,-21.37703606,-21.19988102,-21.04620045,-20.91269933,-20.79662882,-20.69567788,-20.60788992,-20.53159785,-20.46537307
271,-61.33898497,-59.82506816,-58.50329298,-57.29216611,-56.14182184,-55.02167553,-53.91282109,-52.80281054,-51.68154948,-50.53722473,-49.35099802,-48.08912837,-46.69235072,-45.06749081,-43.09888199,-40.70946914,-37.969964,-35.14562882,-32.55389251,-30.36877505,-28.60053337,-27.18516028,-26.04798057,-25.12573799,-24.36976008,-23.74365753,-23.22029859,-22.77929089,-22.40511725,-22.08580722,-21.81199879,-21.57627336,-21.37267993,-21.19639069,-21.04344849,-20.91057925,-20.79505091,-20.69456602,-20.6071791,-20.53123223,-20.46530445
272,-61.33852223,-59.82300436,-58.50004653,-57.28802318,-56.13697252,-55.01622731,-53.90679987,-52.79614477,-51.67402094,-50.52835499,-49.33982508,-48.07383233,-46.66977907,-45.03296203,-43.04728899,-40.638834,-37.88581696,-35.06000909,-32.47735996,-30.30531816,-28.54951812,-27.14443539,-26.01536827,-25.0994511,-24.34842514,-23.72623784,-23.20601084,-22.76753786,-22.39543799,-22.07784124,-21.80546043,-21.57093344,-21.36835244,-21.19292302,-21.04071419,-20.90847264,-20.79348292,-20.69346109,-20.60647268,-20.53086886,-20.46523626
273,-61.3380594,-59.82094017,-58.4967993,-57.28387868,-56.13212027,-55.010774,-53.90076999,-52.78946383,-51.66646448,-50.51943178,-49.32854864,-48.05834057,-46.64685944,-44.99787987,-42.99496685,-40.56750165,-37.80132713,-34.97452939,-32.40125872,-30.24234742,-28.49893221,-27.10405846,-25.98303004,-25.07337886,-24.32725887,-23.70895153,-23.19182927,-22.75586982,-22.38582703,-22.06993025,-21.79896635,-21.56562909,-21.36405334,-21.18947779,-21.03799738,-20.90637935,-20.79192477,-20.69236304,-20.60577062,-20.53050772,-20.46516848
274,-61.33759646,-59.81887557,-58.49355129,-57.27973258,-56.12726504,-55.00531554,-53.89473131,-52.78276743,-51.65887947,-50.51045384,-49.31716626,-48.04264878,-46.62358521,-44.96223676,-42.94191212,-40.49547982,-37.71651261,-34.88920551,-32.32559433,-30.1798616,-28.44877221,-27.06402597,-25.9509629,-25.04751892,-24.30625944,-23.69179719,-23.17775276,-22.7442859,-22.37628369,-22.06207372,-21.79251612,-21.56035994,-21.35978236,-21.1860548,-21.0352979,-20.90429929,-20.79037636,-20.69127179,-20.60507288,-20.53014878,-20.46510111
275,-61.3371334,-59.81681057,-58.49030246,-57.27558486,-56.1224068,-54.99985185,-53.88868369,-52.77605526,-51.65126529,-50.50141989,-49.30567545,-48.02675255,-46.59994969,-44.92602516,-42.88812164,-40.42277672,-37.63139164,-34.80405289,-32.250372,-30.11785929,-28.39903463,-27.02433439,-25.9191639,-25.02186892,-24.28542504,-23.67477339,-23.16378021,-22.73278523,-22.36680728,-22.05427111,-21.78610933,-21.55512569,-21.35553923,-21.18265384,-21.0326156,-20.90223232,-20.78883762,-20.6901873,-20.60437942,-20.52979204,-20.46503415
276,-61.33667024,-59.81474513,-58.48705279,-57.27143549,-56.11754551,-54.99438286,-53.88262698,-52.76932702,-51.64362128,-50.49232859,-49.29407367,-48.01064739,-46.57594612,-44.88923758,-42.83359257,-40.34940099,-37.54598261,-34.71908659,-32.17559654,-30.05633895,-28.34971598,-26.98498027,-25.88763013,-24.99642658,-24.26475386,-23.65787876,-23.14991056,-22.72136698,-22.35739714,-22.04652191,-21.77974555,-21.54992599,-21.35132371,-21.17927472,-21.02995032,-20.90017833,-20.78730845,-20.6891095,-20.60369021,-20.52943746,-20.46496759
277,-61.33620696,-59.81267926,-58.48380227,-57.26728443,-56.11268113,-54.9889085,-53.87656104,-52.76258239,-51.63594679,-50.48317859,-49.2823583,-47.99432875,-46.5515677,-44.85186662,-42.77832239,-40.27536179,-37.46030399,-34.63432131,-32.10127243,-29.99529889,-28.30081276,-26.94596014,-25.8563587,-24.97118961,-24.24424415,-23.64111192,-23.13614272,-22.7100303,-22.34805263,-22.03882559,-21.77342439,-21.54476053,-21.34713554,-21.17591724,-21.02730191,-20.89813721,-20.78578877,-20.68803833,-20.60300522,-20.52908504,-20.46490144
278,-61.33574356,-59.81061292,-58.48055087,-57.26313166,-56.1078136,-54.98342868,-53.87048571,-52.75582105,-51.62824112,-50.47396851,-49.2705267,-47.97779201,-46.52680755,-44.81390491,-42.72230887,-40.20066867,-37.37437438,-34.54977136,-32.0274038,-29.93473731,-28.25232146,-26.90727058,-25.82534678,-24.94615576,-24.22389416,-23.62447152,-23.12247565,-22.69877439,-22.33877309,-22.03118165,-21.76714543,-21.53962898,-21.34297446,-21.17258119,-21.02467021,-20.89610885,-20.7842785,-20.68697375,-20.6023244,-20.52873475,-20.46483569
279,-61.33528004,-59.80854611,-58.47729858,-57.25897715,-56.10294289,-54.97794334,-53.86440084,-52.74904267,-51.62050358,-50.46469693,-49.25857617,-47.96103247,-46.50165874,-44.77534517,-42.66555016,-40.12533168,-37.28821239,-34.46545067,-31.95399446,-29.87465228,-28.20423855,-26.8689082,-25.79459154,-24.92132283,-24.20370218,-23.60795623,-23.10890831,-22.68759841,-22.32955788,-22.02358958,-21.76090828,-21.53453104,-21.33884023,-21.1692664,-21.02205509,-20.89409312,-20.78277756,-20.68591568,-20.60164772,-20.52838658,-20.46477033
280,-61.33481639,-59.80647882,-58.47404536,-57.25482087,-56.09806895,-54.97245239,-53.85830625,-52.7422469,-51.61273345,-50.45536239,-49.24650392,-47.94404534,-46.47611429,-44.73618021,-42.60804472,-40.0493613,-37.20183671,-34.38137277,-31.88104786,-29.81504175,-28.15656049,-26.83086961,-25.76409021,-24.89668863,-24.18366649,-23.59156473,-23.09543968,-22.67650159,-22.32040638,-22.01604888,-21.75471255,-21.52946639,-21.33473261,-21.16597266,-21.01945639,-20.89208993,-20.78128586,-20.68486408,-20.60097514,-20.5280405,-20.46470536
281,-61.33435262,-59.80441103,-58.47079119,-57.25066279,-56.09319174,-54.96695574,-53.85220179,-52.73543339,-51.60493,-50.44596341,-49.23430716,-47.92682577,-46.45016715,-44.6964029,-42.54979138,-39.97276844,-37.11526605,-34.29755079,-31.80856719,-29.75590356,-28.10928376,-26.79315149,-25.73384004,-24.87225099,-24.16378544,-23.57529574,-23.08206876,-22.66548312,-22.31131795,-22.00855906,-21.74855784,-21.52443473,-21.33065135,-21.16269979,-21.01687396,-20.89009915,-20.77980333,-20.68381889,-20.60030663,-20.5276965,-20.46464078
282,-61.33388871,-59.80234273,-58.46753606,-57.24650288,-56.08831121,-54.96145332,-53.84608728,-52.72860178,-51.59709247,-50.43649848,-49.22198299,-47.90936884,-46.42381025,-44.65600624,-42.49078931,-39.89556446,-37.02851911,-34.21399747,-31.73655528,-29.69723546,-28.0624048,-26.75575053,-25.70383831,-24.84800779,-24.14405737,-23.55914796,-23.06879453,-22.65454222,-22.302292,-22.00111964,-21.74244377,-21.51943574,-21.32659621,-21.1594476,-21.01430767,-20.88812069,-20.77832989,-20.68278005,-20.59964215,-20.52735457,-20.46457659
283,-61.33342467,-59.8002739,-58.46427995,-57.2423411,-56.08342731,-54.95594504,-53.83996255,-52.7217517,-51.58922009,-50.42696603,-49.20952849,-47.89166954,-46.39703644,-44.61498332,-42.43103807,-39.81776111,-36.94161458,-34.13072512,-31.66501471,-29.63903508,-28.01592009,-26.71866342,-25.67408235,-24.82395692,-24.12448066,-23.54312013,-23.05561603,-22.64367813,-22.29332791,-21.99373014,-21.73636997,-21.51446914,-21.32256696,-21.15621591,-21.01175738,-20.88615443,-20.77686545,-20.68174751,-20.59898168,-20.52701468,-20.46451277
284,-61.33296049,-59.79820452,-58.46102282,-57.23817743,-56.07853999,-54.95043081,-53.83382742,-52.71488278,-51.58131207,-50.41736449,-49.19694065,-47.87372278,-46.36983856,-44.57332732,-42.37053757,-39.7393706,-36.85457112,-34.04774566,-31.59394774,-29.58129999,-27.96982609,-26.68188693,-25.64456949,-24.8000963,-24.10505368,-23.52721102,-23.04253227,-22.63289008,-22.28442508,-21.98639008,-21.73033606,-21.50953462,-21.31856337,-21.15300453,-21.00922293,-20.88420028,-20.77540995,-20.68072122,-20.59832517,-20.52667682,-20.46444934
285,-61.33249617,-59.79613459,-58.45776466,-57.23401183,-56.07364921,-54.94491053,-53.82768171,-52.70799462,-51.5733676,-50.40769221,-49.18421644,-47.85552342,-46.34220938,-44.53103157,-42.30928813,-39.6604055,-36.7674073,-33.9650706,-31.52335637,-29.52402765,-27.92411926,-26.64541784,-25.61529712,-24.7764239,-24.08577487,-23.51141939,-23.02954231,-22.62217733,-22.27558293,-21.979099,-21.72434167,-21.5046319,-21.31458521,-21.14981329,-21.0067042,-20.88225811,-20.7739633,-20.67970112,-20.5976726,-20.52634097,-20.46438628
286,-61.33203171,-59.79406409,-58.45450544,-57.22984428,-56.06875491,-54.93938413,-53.82152523,-52.70108683,-51.56538584,-50.39794755,-49.17135274,-47.83706623,-46.31414165,-44.48808952,-42.24729043,-39.58087882,-36.68014165,-33.88271103,-31.45324232,-29.46721545,-27.87879607,-26.60925293,-25.58626266,-24.75293769,-24.06664265,-23.49574403,-23.0166452,-22.61153913,-22.26680087,-21.97185644,-21.71838644,-21.49976069,-21.31063224,-21.14664201,-21.00420104,-20.88032784,-20.77252542,-20.67868716,-20.59702392,-20.52600711,-20.4643236
287,-61.33156709,-59.79199301,-58.45124514,-57.22567473,-56.06385704,-54.93385149,-53.81535777,-52.694159,-51.55736595,-50.38812879,-49.15834638,-47.8183459,-46.28562808,-44.44449475,-42.18454555,-39.50080393,-36.59279257,-33.80067763,-31.38360705,-29.4108607,-27.83385302,-26.57338906,-25.55746354,-24.72963566,-24.04765548,-23.48018374,-23.00384001,-22.60097476,-22.25807833,-21.96466195,-21.71247,-21.49492069,-21.30670425,-21.14349052,-21.00171333,-20.87840936,-20.77109626,-20.67767929,-20.59637912,-20.52567523,-20.46426128
288,-61.33110233,-59.78992132,-58.44798375,-57.22150316,-56.05895555,-54.92831253,-53.80917915,-52.6872107,-51.54930705,-50.37823421,-49.14519412,-47.79935705,-46.25666135,-44.40024099,-42.121055,-39.42019456,-36.50537836,-33.71898068,-31.3144518,-29.35496065,-27.78928658,-26.53782308,-25.52889723,-24.70651586,-24.02881184,-23.46473734,-22.99112581,-22.59048349,-22.24941473,-21.95751507,-21.706592,-21.49011163,-21.30280101,-21.14035863,-20.99924092,-20.87650257,-20.76967572,-20.67667746,-20.59573815,-20.52534532,-20.46419933
289,-61.33063741,-59.78784902,-58.44472123,-57.21732954,-56.05405039,-54.92276715,-53.80298916,-52.68024151,-51.54120825,-50.36826203,-49.13189268,-47.78009422,-46.22723411,-44.35532212,-42.05682065,-39.33906484,-36.41791717,-33.63763003,-31.24577752,-29.29951247,-27.74509325,-26.50255189,-25.50056125,-24.68357634,-24.01011022,-23.44940368,-22.97850171,-22.58006462,-22.24080952,-21.95041535,-21.70075209,-21.48533324,-21.2989223,-21.13724618,-20.99678369,-20.87460736,-20.76826374,-20.67568162,-20.59510098,-20.52501734,-20.46413774
290,-61.33017233,-59.7857761,-58.44145756,-57.21315382,-56.0491415,-54.91721524,-53.79678759,-52.67325098,-51.53306864,-50.35821043,-49.11843869,-47.7605519,-46.19733899,-44.30973218,-41.99184483,-39.25742922,-36.33042702,-33.55663514,-31.17758497,-29.2445133,-27.70126955,-26.46757242,-25.47245312,-24.66081517,-23.99154914,-23.43418159,-22.96596679,-22.56971743,-22.23226214,-21.94336237,-21.69494992,-21.48058523,-21.29506791,-21.134153,-20.99434151,-20.87272365,-20.76686024,-20.67469171,-20.59446758,-20.5246913,-20.46407651
291,-61.3297071,-59.78370253,-58.43819273,-57.20897599,-56.04422883,-54.9116567,-53.79057422,-52.66623866,-51.52488727,-50.34807755,-49.10482874,-47.74072447,-46.1669686,-44.26346538,-41.92613024,-39.17530249,-36.24292572,-33.47600507,-31.10987467,-29.18996018,-27.657812,-26.43288163,-25.44457042,-24.63823047,-23.97312714,-23.41906994,-22.95352019,-22.55944125,-22.22377205,-21.93635569,-21.68918515,-21.47586734,-21.29123762,-21.13107893,-20.99191424,-20.87085133,-20.76546516,-20.67370769,-20.59383793,-20.52436717,-20.46401564
292,-61.3292417,-59.78162831,-58.4349267,-57.20479599,-56.03931232,-54.90609142,-53.78434884,-52.65920409,-51.51666319,-50.3378615,-49.09105935,-47.72060626,-46.13611553,-44.21651611,-41.85968005,-39.09269977,-36.15543091,-33.39574846,-31.04264691,-29.13585014,-27.61471715,-26.3984765,-25.41691072,-24.61582036,-23.95484277,-23.40406762,-22.94116103,-22.54923537,-22.21533871,-21.92939489,-21.68345744,-21.47117929,-21.28743122,-21.12802379,-20.98950175,-20.8689903,-20.76407843,-20.67272951,-20.59321198,-20.52404494,-20.46395513
293,-61.32877613,-59.77955341,-58.43165945,-57.2006138,-56.03439191,-54.90051929,-53.77811122,-52.65214679,-51.50839542,-50.32756035,-49.07712696,-47.70019153,-46.10477236,-44.16887896,-41.79249781,-39.00963648,-36.06796004,-33.31587356,-30.97590179,-29.08218015,-27.57198153,-26.36435405,-25.38947167,-24.59358301,-23.93669461,-23.38917352,-22.92888844,-22.53909913,-22.20696157,-21.92247953,-21.67776646,-21.46652082,-21.28364851,-21.12498742,-20.98710393,-20.86714048,-20.76269997,-20.67175713,-20.59258972,-20.52372459,-20.46389497
294,-61.32831039,-59.77747783,-58.42839096,-57.19642938,-56.02946755,-54.89494021,-53.77186112,-52.64506627,-51.50008294,-50.31717211,-49.06302797,-47.67947445,-46.07293167,-44.1205487,-41.72458753,-38.92612833,-35.9805303,-33.23638824,-30.90963922,-29.02894711,-27.52960173,-26.33051133,-25.36225091,-24.57151658,-23.91868125,-23.37438655,-22.91670158,-22.52903186,-22.19864013,-21.91560921,-21.67211186,-21.46189168,-21.27988927,-21.12196967,-20.98472065,-20.86530176,-20.76132971,-20.67079048,-20.5919711,-20.5234061,-20.46383515
